brazil,628,29.19, n.巴西
soviet,624,29.40
park,622,29.61, n.公园 v.停放车辆
equity,618,29.81
sex,616,30.10, n.性，性别
streets,614,30.23
armed,613,30.31
falling,613,30.35
bought,607,30.64
voting,605,30.76, adj.有投票权的
designed,602,30.97
effects,598,31.17
grew,594,31.41
brussels,593,31.49
iraq,587,31.73
allies,586,31.77
fed,585,31.92
highest,579,32.24
cultural,574,32.70, adj.文化的
paying,572,32.86
offering,572,32.89, n.报盘，提供的货物
received,568,33.05
thinking,568,33.09, n.思想
asian,567,33.16, adj.亚洲的 n.亚洲人
mid,567,33.20
re,565,33.28, prep.关于
turkish,562,33.35
macron,561,33.47
terrorism,559,33.54, n.恐怖主义
meant,558,33.58
urban,556,33.84, adj.都市的，城市的
faster,551,34.06
dutch,550,34.18
driving,550,34.21
added,548,34.25
pass,540,34.58, v.经过，传给 n.关口
starting,540,34.62, n.出发，开始
keeping,538,34.94, n.一致，协调
seeking,532,35.34
san,526,35.52
percentage,526,35.55, n.百分率
established,525,35.59, adj.已建立的
cutting,523,35.69, n.切片，剪辑
revenue,521,35.76, n.岁入，收入
hillary,521,35.80
electoral,517,36.08
korean,516,36.18
constitutional,516,36.22
george,516,36.29
populist,515,36.36
saying,514,36.39
syrian,513,36.60
lots,510,36.80
jun,510,36.87
currently,509,36.91, adv.当前，广泛地
amazon,507,36.97
obituary,504,37.04
holding,502,37.21, n.支持，控股
related,500,37.35, adj.与...有关的
sides,499,37.38
produced,498,37.41
coup,494,37.61
risen,494,37.65
proved,488,37.85
ended,487,37.91
losing,485,38.08
parliamentary,484,38.21
closer,484,38.30
pen,480,38.56, n.钢笔，栏，圈
winning,480,38.60
founder,477,38.76, n.创办人，奠基人
italian,477,38.79, n.,adj.意大利人(的)
closed,476,38.82, adj.关闭的，停业的
operating,474,38.85
michael,472,39.01
miles,472,39.04
raising,472,39.08
written,471,39.11, adj.写作的，书面的
pictured,466,39.36
decided,466,39.39, adj.明确的，果断的
older,465,39.48
arms,460,39.70, n.武器
helping,459,39.79
standing,457,39.95, adj.常务的 n.地位
supposed,453,40.19
aged,452,40.29
asylum,451,40.32
christian,448,40.47, adj.基督教的n.基督徒
monetary,448,40.53, adj.货币的，金融的
frances,444,40.77
faced,441,40.89
shown,439,40.97
egypt,439,41.03, n.埃及
increasing,438,41.06, adj.不断增长的
chancellor,438,41.15
leaves,431,41.56
divided,430,41.74
terrorist,430,41.76, n.恐怖分子
struggling,429,41.85
driven,429,41.88
entirely,425,42.05, adv.完全地，彻底地
fully,425,42.08, adv.完全，彻底
ai,423,42.17
environmental,423,42.19, adj.环境的
inequality,423,42.22
kim,423,42.25
felt,422,42.28
calling,418,42.59
links,416,42.62
sought,413,42.84
reduced,411,43.09
ran,410,43.17
pacific,408,43.26, n.太平洋
struck,405,43.48
worried,405,43.53
linked,403,43.75
combined,403,43.78
islam,400,43.86, n.伊斯兰教，回教
sports,400,43.88
paul,400,43.91
met,399,43.96
talking,398,44.10
philippines,397,44.15
stopped,397,44.18
carried,396,44.26
theresa,395,44.28
included,393,44.42
yuan,390,44.63
typically,389,44.71
killing,385,44.84
berlin,382,44.94
briefing,381,44.99, n.简要情况
israeli,381,45.02
continued,381,45.07
nationalist,379,45.17
gains,376,45.55
returned,376,45.60
lived,374,45.73
considered,373,45.85
pushing,373,45.88
cant,371,46.00
speaking,371,46.03
testing,370,46.10
integration,370,46.15, n.结合，整体
deputy,367,46.35, n.代表 adj.副职的
sanders,366,46.40
mining,365,46.55
educated,364,46.67
path,363,46.75, n.小径，路线
partner,362,46.79, n.伙伴，合伙人，搭档
james,361,46.89
providing,356,47.13
doesnt,356,47.18
becomes,356,47.20
amid,355,47.25, prep.在...之间
vladimir,354,47.28
didnt,348,47.68
intended,347,47.70
adviser,345,47.86, n.顾问
interactive,345,47.89
knew,345,47.96
dominated,342,48.07
migrant,338,48.26, adj.迁移的，候鸟的
el,337,48.32
robert,337,48.35
trillion,337,48.37
younger,337,48.39
politically,336,48.42
breaking,336,48.48
caught,335,48.51
v,333,48.71
reducing,332,48.73
harvard,332,48.80
c,332,48.82
nonetheless,331,48.86
treasury,331,48.89
leads,331,48.91
suffering,331,48.95, n.苦难
richard,331,48.98
shanghai,330,49.04
funded,330,49.06
revealed,330,49.09
facing,330,49.15
borrowing,330,49.18
turns,329,49.20
ordered,329,49.22
drawn,328,49.35
fixed,327,49.44, adj.固定的，已确定的
fired,327,49.46
kurdish,327,49.51
texas,326,49.53
peak,326,49.57, n.顶点，巅，山峰
hoped,326,49.64
abe,324,49.70
thats,322,49.75
advertising,322,49.77, adj.广告的
permanent,322,49.83, n.永久性的，持久的
waiting,321,49.90
quarters,320,49.99
mexican,318,50.11, n.,adj.墨西哥人(的)
oxford,318,50.24
associated,317,50.29, adj.联合的
bail,315,50.41
notably,315,50.46, adj.尤其，值得注意地
improving,314,50.52
regulatory,314,50.54
opposed,313,50.58
ex,311,50.71, prep.在...交货
failing,308,50.88, adj.缺点
retirement,308,50.96, n.退休，隐居
peter,307,51.02
nationalism,306,51.04
uncertainty,304,51.16, n.不定，易变
interested,304,51.18, adj.感兴趣的
broke,304,51.21
tory,304,51.25
d,303,51.35
maker,302,51.47, n.制造者，制造商
showing,302,51.49
payment,299,51.75, n.支付，付款
listed,298,51.77
connected,297,51.87
customs,295,52.07, n.海关
governance,295,52.09
employed,295,52.21
islamist,294,52.29
pain,293,52.31, n.疼痛，悲痛 v.作痛
begun,293,52.33
applied,291,52.47
backing,291,52.53, n.倒退，支持物
handed,291,52.55
irish,290,52.61
affected,289,52.65
moscow,289,52.70
worrying,289,52.72
classes,289,52.74
brazilian,288,52.76, adj.,n.巴西的(人)
prepared,287,52.86, adj.准备好的，预制的
wont,287,52.90
partnership,287,52.92, n.伙伴关系，合伙
dealing,286,52.96, n.交往，生意
pace,285,52.97, n.步，速度，步调
la,284,53.20
martin,284,53.24
maduro,283,53.26
am,283,53.30
twitter,283,53.34
noted,283,53.38, adj.著名的
tricky,282,53.40, adj.巧妙的，狡猾的
francisco,281,53.62
warning,281,53.64, n.警告
canadian,281,53.68, adj.,n.加拿大的(人)
tourism,280,53.79, n.旅游业
scottish,280,53.83, adj.苏格兰的
doubled,279,53.87
supporting,279,53.89
expanding,279,53.91
lee,278,53.96
consensus,278,54.04
determined,277,54.07
mixed,277,54.09
spanish,277,54.13, adj.,n.西班牙人(的)
accounting,275,54.26, n.会计学
angela,274,54.39
tested,272,54.44
adopted,272,54.50
god,271,54.52, n.神，上帝
florida,271,54.55
discovered,270,54.59
expanded,269,54.72
jordan,269,54.75
australian,269,54.79, adj.澳大利亚的
exposed,268,54.83
inspired,268,54.86
formed,267,54.93
sunni,266,54.99
g,266,55.01
greek,266,55.02, n.,adj.希腊人(的)
polling,266,55.11
encouraging,265,55.19
t,265,55.22
technological,264,55.27, adj.技术的，工艺的
apparently,263,55.35, adj.显然，似乎
blocked,262,55.40
serving,261,55.47
suspected,261,55.49
filled,261,55.52
stuck,260,55.61
persuade,259,55.68, v.说服，劝导
shipping,259,55.73, n.船运，装运
flying,258,55.75
populism,256,55.85
retired,256,55.87
sending,255,55.90
page,255,56.01, n.(书)页
concerned,255,56.04, adj.有关的
autonomous,253,56.23, adj.自治的
chips,251,56.37
picked,250,56.45
swiss,249,56.55, n.瑞士人
buttonwood,248,56.58
intervention,247,56.60
telling,247,56.62
seeing,247,56.63
fled,247,56.65
mosul,247,56.67
offshore,246,56.73
watching,246,56.78
abortion,245,56.83, n.流产
reportedly,244,56.95
fought,244,56.96
andrew,244,56.98
unclear,244,57.03
declined,244,57.05
admitted,243,57.11
laid,243,57.13
ballot,243,57.14
chosen,242,57.24
banyan,241,57.29
demanding,241,57.32, adj.对人要求严格的
equally,241,57.34, adv.相等地，相同地
palestinian,240,57.40
austerity,240,57.42
argentina,240,57.44
agricultural,240,57.45, adj.农业的
abandoned,240,57.47
covered,240,57.49
grid,239,57.55
nominee,239,57.57
minded,238,57.69
accepted,238,57.71
risky,238,57.73, adj.有风险的，冒险的
shrinking,237,57.74
sitting,237,57.77
warming,237,57.79
whites,237,57.85
rhetoric,236,57.87
visa,235,58.00, n.签证
trained,235,58.03
stood,234,58.09
defined,233,58.19
aleppo,232,58.28
governing,232,58.33
suggesting,231,58.39
publicly,231,58.44, adv.公开地
supposedly,230,58.47
investor,230,58.48
legacy,229,58.56
fishing,229,58.62
popularity,228,58.71, n.名望，知名
iraqi,228,58.73
streaming,226,58.87
kremlin,225,58.96
activist,225,58.99
deeply,225,59.00, adv.深深的，深切地
suspended,224,59.11
coverage,222,59.27, n.覆盖率
mao,222,59.29
carrying,222,59.32
jeremy,220,59.48
unpopular,220,59.53
pair,219,59.59, n.对，双，夫妇
odds,219,59.62
crackdown,219,59.63
resigned,218,59.72
perfect,217,59.81, adj.完美的，完备的
yemen,217,59.82
capitalism,216,59.98, n.资本主义
removed,216,60.00
confirmed,215,60.05
transparency,215,60.11
farming,215,60.13, n.农业，种植业
spoke,214,60.15
causing,214,60.17
petrol,214,60.23, n.石油，汽油
printing,214,60.26
theres,214,60.27
parent,214,60.28, n.父或母亲，母体
enforcement,213,60.33
grounds,213,60.34
merger,212,60.38
mice,212,60.46
blamed,211,60.48
congo,211,60.50
thomas,210,60.61
pattern,210,60.65, n.模式，式样，图案
stocks,210,60.67
secular,208,60.75
forcing,208,60.78
rio,208,60.81
default,207,60.85, n.,v.不履行，不负责
jean,207,60.88
nomination,207,60.91, n.提名，任命
hub,206,61.03
precisely,206,61.07, adv.精确地
rolling,206,61.09
regulator,205,61.13
carolina,205,61.14
sudan,205,61.16
cuba,204,61.20
sovereignty,204,61.24, n.主权
william,204,61.25
compensation,204,61.27, n.赔偿，补偿
settled,203,61.28
founding,203,61.31
reaching,202,61.34
targeted,202,61.36
shaped,202,61.39
acting,202,61.42
pointed,201,61.44, adj.尖的
median,201,61.51
indigenous,200,61.52
gender,200,61.57
virginia,199,61.61
powered,199,61.63
analyst,199,61.66
joining,199,61.69
parking,199,61.70, n.停放车辆
turmoil,198,61.81
clearing,198,61.83
hidden,197,61.89
mandate,197,61.91
repeated,197,61.98
marked,197,62.01, adj.有标记的，标明的
convinced,197,62.02, adj.信服的
stephen,196,62.04
businessman,196,62.06
marketing,196,62.08, n.市场学，营销学
iranian,195,62.11
norway,195,62.12
detailed,194,62.19, adj.详细的，详尽的
charles,194,62.22
measured,194,62.23
quietly,194,62.27, adv.安静地，静静地
initially,194,62.28, adv.最初
impeachment,193,62.33
provincial,193,62.36, adj.省级的，省的
easing,192,62.45
broadly,192,62.49
considering,191,62.50
manchester,191,62.51
congressional,190,62.66
renewable,190,62.67, adj.可续期的
legislature,189,62.73
wary,189,62.76
acquired,189,62.77
registered,189,62.80, adj.登记的，注册的
bankruptcy,189,62.82
happening,188,62.85, n.事件
li,188,62.87
diversity,188,62.92, n.多样化
informal,187,62.95, adj.非正式的
discrimination,187,62.96, n.辨别，岐视
mike,187,63.07
atlantic,186,63.10, n.,adj.大西洋(的)
turnout,186,63.11
chose,186,63.12
authoritarian,186,63.17
entering,185,63.19
cannabis,185,63.22
resulting,185,63.24
shifting,184,63.30
delta,184,63.36
understood,184,63.41
potentially,184,63.42
globally,183,63.43
democrat,182,63.58, n.民主党人
gathering,182,63.59, n.集会，聚集
diplomacy,181,63.64, n.外交
hired,181,63.67
extended,181,63.68
ie,181,63.74
feared,181,63.75
earning,181,63.76
vowed,181,63.81
khan,180,63.92
experienced,180,63.93, adj.有经验的
bust,180,63.96
concentrated,179,64.00, adj.全神贯注的
palace,179,64.02, n.宫殿
ak,179,64.03
taught,179,64.04
passing,179,64.06
tied,179,64.09
saved,179,64.10
delhi,178,64.20
sized,178,64.21
institutional,178,64.22
voter,178,64.25, n.投票人，选举人
visiting,178,64.26
boston,177,64.33
ideological,176,64.40
poorly,176,64.44
burning,176,64.46
surrounding,176,64.47
mobility,175,64.49
painful,175,64.52, adj.痛苦的
booming,175,64.54, adj.兴旺的，繁荣的
philip,175,64.56
preferred,175,64.60
acts,174,64.65
consulting,174,64.70
albeit,174,64.74
threatening,173,64.78
incumbent,173,64.80
sisi,173,64.83
collected,173,64.84
drone,173,64.85
dissent,173,64.86
smith,173,64.87
ranging,173,64.90
stayed,173,64.91
participation,172,64.94, n.参加，参与
jong,172,64.98
electorate,172,64.99
bernie,172,65.01
peaceful,172,65.08, adj.和平的，平静的
citizenship,171,65.10, n.公民权
lucrative,170,65.17
bilateral,170,65.18
hindu,170,65.25
fret,170,65.28, v.使烦恼 n.烦燥
rome,169,65.32, n.罗马
conspiracy,169,65.33, n.阴谋
christmas,169,65.34, n.圣诞节
outfit,169,65.36
tim,169,65.39
brains,168,65.40
emmanuel,168,65.44
expressed,168,65.48
perform,168,65.49, v.执行，表演
watched,167,65.53
dogs,167,65.55
forgotten,167,65.56
sub,167,65.57
clout,167,65.58
crises,167,65.60
wrongdoing,166,65.65
ohio,166,65.69
producer,166,65.76, n.生产者
passenger,165,65.81, n.旅客，乘客
studied,165,65.84
stepped,165,65.87
protecting,165,65.88
posted,165,65.89
ultra,165,65.91
dioxide,165,65.92
spreading,165,65.96
sessions,165,65.97
fixing,164,66.01
conglomerate,164,66.02
announcement,164,66.03, n.通知
unprecedented,164,66.05, adj.前所未有的
wearing,164,66.07
caribbean,164,66.09
tony,163,66.13
backlash,163,66.16
ben,163,66.18
charging,163,66.20
shareholder,163,66.23
patient,163,66.25, adj.耐心的 n.病人
headed,163,66.28
oversight,162,66.29, n.监视，疏忽
algorithm,162,66.30
regulated,162,66.35
appealing,162,66.41, adj.有吸引力的
assumed,162,66.42
pressing,161,66.53, adj.急迫的
tom,161,66.55
tribunal,161,66.57
pakistani,160,66.60
legislative,160,66.62
ford,160,66.64
shale,160,66.69
affordable,159,66.79, adj.买得起的
shooting,159,66.81
unrest,158,66.83
allegedly,158,66.84
suu,158,66.85
ted,158,66.86
slowdown,158,66.89, n.放慢，迟缓
michel,158,66.94
dictator,157,66.96, n.独裁者
toxic,157,66.99
drew,157,67.02
willingness,157,67.03, n.乐意，自愿
amendment,157,67.04, n.修改(通知书)
bases,157,67.05
judgment,157,67.08
judicial,156,67.10
mines,156,67.12
investigating,155,67.18
egyptian,155,67.19, adj.,n.埃及人(的)
judiciary,155,67.22
package,155,67.24, n.包裹 v.打包
measuring,155,67.27
isolated,155,67.30
bloody,154,67.35, adj.流血的，残忍的
tension,154,67.39, n.紧张状态，张力
slump,154,67.40, n.暴跌，不景气
covering,154,67.41, adj.包括的
generating,154,67.42
chile,153,67.49
swedish,153,67.53, adj.,n.瑞典人(的)
provider,153,67.54
carefully,153,67.55
diesel,153,67.61, n.内燃机，柴油机
involvement,153,67.62, n.卷入，涉足
multinational,152,67.66
steve,152,67.70
morgan,152,67.71
openly,152,67.72
briefly,152,67.75, adv.简单地，简短地
afghan,152,67.78
theyre,152,67.80
eating,152,67.81
drinking,151,67.92
privately,151,67.93
peru,150,68.00
fat,150,68.03, n.脂肪 adj.肥胖的
b,149,68.06
permission,149,68.07, n.允许，许可
nationwide,149,68.09
unveiled,149,68.10
beating,149,68.11
resentment,149,68.13, n.不满，愤恨
cairo,149,68.14
musk,149,68.16
inevitably,148,68.17, adv.必然地
olympic,148,68.22
lithium,148,68.25
withdrawal,148,68.26, n.撤退，取款
georgia,148,68.29
w,147,68.31
officially,147,68.34
restricted,147,68.37
celebrated,146,68.38
antitrust,146,68.40
partisan,146,68.43
humanitarian,146,68.44, n.慈善家
speculation,146,68.45, n.推测，投机
surveillance,146,68.46
betting,146,68.49
choosing,145,68.52
soaring,145,68.54
dominance,145,68.55
legitimacy,145,68.56
disruption,145,68.59
stolen,145,68.62
sweeping,144,68.65
machinery,144,68.67, n.机械(总称)
x,144,68.74
mosque,144,68.75, n.清真寺
parallel,143,68.78, adj.平行的，类似的
id,143,68.84
hefty,143,68.85
ma,143,68.86
routinely,143,68.87
outrage,143,68.88, n.暴行
toll,143,68.91, n.税
kids,142,68.92
pea,142,68.96, n.豌豆
crossing,142,68.98, n.交叉，十字路口
leaning,142,68.99
rape,142,69.00
michigan,142,69.02
afterwards,141,69.08
attached,141,69.09
amnesty,141,69.11
centrist,141,69.12
banker,141,69.14, n.银行家
persuaded,141,69.15
ukrainian,141,69.16
ethiopia,141,69.17
manifesto,140,69.20, n.宣言
jerusalem,140,69.22
facial,140,69.24
dictatorship,140,69.28, n.独裁，专政
daniel,139,69.35
protectionism,139,69.38, n.贸易保护主义
isolation,139,69.44, n.隔离，孤立状态
assistance,139,69.46, n.协助，辅助
locked,138,69.48
pact,138,69.49
jeff,138,69.54
coastal,138,69.56, adj.沿海的
morocco,138,69.58
portfolio,138,69.62
stanley,138,69.63
demographic,137,69.64
reflected,137,69.65
cuban,137,69.66
lasting,137,69.69, adj.持久的，持续的
handling,137,69.75, n.处理，管理
lure,137,69.76
sons,137,69.77
barred,136,69.78
counting,136,69.79
formerly,136,69.84, adv.从前，以前
timing,136,69.84
santos,136,69.87
insurgency,136,69.88
formally,135,69.91
advised,135,69.92
fertility,135,69.93
passive,135,69.94, adj.被动的，消极的
opt,135,69.95
precedent,135,69.97, n.先例，惯例
whats,135,69.98
finished,135,70.00, adj.制成的
joseph,135,70.01
hunting,135,70.02
clinical,135,70.03
brotherhood,134,70.06, n.兄弟情谊
graft,134,70.08
iowa,134,70.09
passage,134,70.10, n.一段，通过，通道
stance,134,70.11
continental,134,70.13, adj.大陆的
liquidity,134,70.13
remarkably,134,70.18
spoken,133,70.19
blocking,133,70.20
flawed,133,70.23
printed,132,70.31
ronald,132,70.33
dating,132,70.37, n.约会
f,132,70.39
repression,132,70.39
sacked,132,70.40
differently,132,70.42, adv.不同地
disappointed,132,70.44, adj.失望的，扫兴的
protectionist,131,70.45
reminder,131,70.50
wang,130,70.52
alarming,130,70.53, adj.警告的
innovative,130,70.54
contents,130,70.54
frozen,130,70.55
legally,130,70.56
jersey,130,70.58
triggered,130,70.60
prosecutor,130,70.61, n.检查官
diplomat,130,70.63, n.外交人员
proving,130,70.66
influx,129,70.69
en,129,70.72
birmingham,129,70.73
buried,129,70.74
chris,129,70.75
civic,129,70.76
plausible,129,70.79
walking,128,70.82
logistics,127,70.90
consolidation,127,70.94, n.团结
oxygen,127,70.95, n.氧，氧化
finland,127,70.99
niche,126,71.01
overhaul,126,71.07
knowing,126,71.08
jonathan,126,71.09
tales,126,71.10
complexity,126,71.11, n.复杂性
blair,125,71.16
quo,125,71.16
billionaire,125,71.19
alas,125,71.21, int.唉，哎呀
devoted,125,71.23, adj.献身于...的
deter,125,71.24
extremism,125,71.25
henry,125,71.26
scott,124,71.28
traditionally,124,71.32
leftist,124,71.33
economically,124,71.34, adv.经济上
constantly,124,71.35, adv.经常地
simon,124,71.37
denmark,124,71.40, n.丹麦
deadline,124,71.41, n.期限
sustained,124,71.43
adoption,124,71.44, n.采用
zimbabwe,123,71.46
automatically,123,71.47
nazi,123,71.47
boris,123,71.48
assessment,123,71.52, n.估值，评价
miami,123,71.53
volatile,123,71.55
revival,123,71.57, n.复苏，再生
panel,122,71.61, n.镶板，仪表盘，小组
racist,122,71.62
crowded,122,71.63
pennsylvania,122,71.64
fighter,122,71.65, n.战士
engaged,121,71.69, adj.占用的，从事..的
banning,121,71.70
subsequently,121,71.71, adv.后来，其后
openness,121,71.72
explaining,121,71.73
tamil,121,71.75
dramatically,121,71.79
mars,121,71.80, n.火星
moore,120,71.91
alexander,120,71.92
aftermath,120,71.93
saharan,120,71.96
boon,120,71.97
repeal,119,71.98, v.,n.撤消，废除
smoking,119,71.99, n.抽烟
proceeds,119,72.00, n.收益
vietnamese,119,72.00
elizabeth,119,72.01
gaining,119,72.04
heroin,119,72.05
manuel,119,72.06
sterling,119,72.07, adj.英镑的
endorsed,119,72.12
nevada,119,72.12
dismal,119,72.15, adj.阴郁的，沉闷的
smuggling,118,72.18, n.走私
breach,118,72.20, n.违反(契约)
relaxed,118,72.21
nigerian,118,72.22
beaten,118,72.24
outright,118,72.26, adj.公然地，直率地
obliged,118,72.28
predictable,117,72.31
advisory,117,72.32
dividend,117,72.36
crossed,117,72.39
jackson,117,72.39
thrown,117,72.41
lender,116,72.43
territorial,116,72.44
wasnt,116,72.45
historically,116,72.46
effectively,116,72.53, adv.有效地
junta,116,72.55
prosecution,116,72.57, n.迫害
sri,116,72.58
commons,116,72.60
indonesian,115,72.63
manhattan,115,72.64
sprawling,115,72.66
semi,115,72.67
passport,115,72.69, n.护照
permit,115,72.70, v.允许 n.许可证
directed,115,72.71
narendra,114,72.75
stagnation,114,72.76, n.停滞
urging,114,72.77
meddling,114,72.78
temporarily,114,72.79
sustainable,114,72.81
guinea,114,72.82
crunch,114,72.83
imposing,114,72.84
lifting,114,72.86
limiting,113,72.89
qualified,113,72.90, adj.有资格的
discontent,113,72.91
auction,113,72.92, n.拍卖
deliberately,113,72.97, adv.故意地，从容地
da,112,73.02
wanting,112,73.05
mortality,112,73.06
pan,112,73.11, n.平底锅
methane,112,73.12
originally,111,73.12, adv.原来，当初
pack,111,73.15, v.包装，挤满 n.背包
looming,111,73.17
sooner,111,73.20
condemned,111,73.21
distributed,111,73.23
burned,111,73.24
enhanced,111,73.24
pence,111,73.26
caliphate,111,73.27
thriving,111,73.28
instability,110,73.29
flowing,110,73.30
coca,110,73.30
credibility,110,73.32
hugely,110,73.33
explicitly,110,73.33, adv.清晰地
populous,110,73.34
bin,110,73.36
tribal,110,73.37
removing,110,73.38
perfectly,110,73.38, adv.完全地，完美地
pragmatic,110,73.40
thai,110,73.41
flexibility,110,73.43, n.柔韧，灵活性
orthodox,110,73.44
levy,110,73.44, v.征税 n.关税
valued,109,73.49, adj.宝贵的
compliance,109,73.50, n.顺从，应允
sparked,109,73.50
wilson,109,73.53
genome,109,73.55
chaotic,109,73.55
leverage,109,73.56
credible,109,73.60
educational,108,73.61, adj.教育的
trapped,108,73.62
narrowly,108,73.64
retailer,108,73.65, n.零售商
treating,108,73.66
geneva,108,73.66
norwegian,108,73.68
messrs,108,73.69
graphic,108,73.71
hollywood,108,73.71
assuming,108,73.72
dialogue,108,73.74
dodgy,108,73.75
pope,108,73.77, n.教皇
francis,107,73.79
significantly,107,73.82
cape,107,73.82, n.披肩，岬，海角
chunk,107,73.83
racism,107,73.85
unpredictable,107,73.87
imminent,107,73.88, adj.迫切的，危急的
hispanic,107,73.90
commissioner,107,73.91
devolution,107,73.92
convincing,107,73.92
switched,107,73.93
abu,107,73.95
mario,106,73.97
cocaine,106,73.99
travelled,106,74.04
jones,106,74.05
acknowledged,106,74.06
illegally,106,74.07
anthony,105,74.11
sluggish,105,74.12
linking,105,74.13
consistently,105,74.14
firmly,105,74.15, adv.坚定地，坚固地
stopping,105,74.17
simpler,105,74.17
shorter,105,74.19
inauguration,105,74.19, n.开幕、就职典礼
columbia,105,74.20
buyer,105,74.24, n.购买者
encryption,105,74.26
dumping,104,74.27, n.倾销
bent,104,74.30, adj.弯曲的
unemployed,104,74.31
rightly,104,74.34
jacob,104,74.34
clearer,104,74.36
confined,104,74.37
roman,104,74.38, adj.古罗马的n.罗马人
lula,104,74.40
registration,104,74.43, n.登记
enforced,103,74.45
confrontation,103,74.45, n.面对，对峙
painted,103,74.50
mans,103,74.51
arizona,103,74.53
margaret,103,74.54
frustration,103,74.55, n.挫折，灰心
panama,103,74.56
aiming,103,74.57
han,102,74.59
gordon,102,74.59
catching,102,74.62
indiana,102,74.63
baltic,102,74.64
infected,102,74.65
informed,102,74.67
detention,102,74.68
dragged,102,74.69
drove,102,74.70
administrative,102,74.72, adj.行政管理的
adjustment,102,74.75, n.调整
portugal,101,74.76, n.葡萄牙
manila,101,74.77
lying,101,74.78
tenure,101,74.78
homeland,101,74.79
priced,101,74.81
hostility,101,74.83
alabama,101,74.84
cleaning,101,74.85
hanging,100,74.87
jim,100,74.88
maritime,100,74.89
liberalism,100,74.91
pointing,100,74.93
fashioned,100,74.93
autism,100,74.94
valuation,100,74.95
mounted,100,74.97
dodd,100,74.99
refusing,100,75.01
hacking,100,75.01
extending,100,75.02
annually,99,75.05, adv.每年，年年
lowering,99,75.06
bribery,99,75.07, v.贿赂
dire,99,75.08
swept,99,75.11
autistic,99,75.12
painting,99,75.13, n.画，绘画(艺术)
calculated,99,75.14
surrounded,99,75.15
guerrilla,99,75.16
issuing,99,75.17
jack,99,75.17, n.千斤顶，船首旗
fraught,99,75.18
tier,99,75.21
czech,98,75.22
hampshire,98,75.25
dressed,98,75.26
cheered,98,75.28
lesser,98,75.32
sectarian,98,75.33
colorado,98,75.34
louisiana,98,75.35
dropping,98,75.37
trucks,98,75.39
messy,98,75.43
madrid,98,75.45
proxy,97,75.47
atlanta,97,75.48
combining,97,75.49
